6023602271,109167,287775092,4388,2902593,1799,23094482524,178227,1427281,541141,2955492927,15994,22879653150,175695,2015225846,63903,33402160668,145484,63973442,4546,2717162554,214750,3948,844
5916008926,189059,212570353,9002,2902593,2317,26210869300,184490,746370,607740,1689598564,14239,23185390899,270428,1599007632,51593,33446695260,177917,64467668,6738,1906241840,240677,3948,2239
5799996099,139544,182356593,2656,2902593,1338,26484635349,223196,1479417,522843,1416525284,8231,22167575943,241472,1724305234,43555,38656485669,158899,56711964,13656,1157851189,180612,3948,916
5799996099,110215,131885839,1822,2902593,1072,13190102263,212849,3197960,553164,1026399876,15072,24512869014,150569,1742562949,36854,36381808424,161532,51288277,5250,787776526,136207,3948,907
5499056545,86522,133948142,1475,2902593,1409,9641211739,169497,12832344,541496,882006326,21925,27138038368,129151,1726639423,63263,42208323288,170243,48478154,6052,649938563,151915,4227481,877
5499056545,77539,192582928,2361,1916227,1144,6947694699,182122,1965443648,715859,1428700309,10437,29112933056,169218,1762993805,60051,41993204040,173425,49236189,6173,720372291,171697,3628205,669
6016041222,74291,325837369,3917,1514734,4275,21102860696,217211,3613444734,694791,3400270473,16965,32400355845,125500,1654347623,106472,42919926863,188795,47673900,8800,2180531514,240549,4110490,2508
5838925173,84145,273555131,11081,1276059,774,25276980455,195866,4973313931,716150,3242823097,72635,31977869849,136561,1724344535,75484,35820695417,182029,46938208,6537,3100867612,206596,3519635,929
5760228879,124793,167997222,11106,1426516,8677,28054766135,182655,6723078709,600024,1939672115,60355,33555713007,171149,1591893310,103363,19865933939,191574,48493612,5454,2282015857,197592,2933009,1001
5691770975,122185,145757077,3009,2585836,14368,28054766135,229050,8303554547,645027,1562895699,19171,28962659605,247190,1751877188,55518,18004688725,124924,44050242,6841,1649855341,239786,56149903,3513
6001344688,130557,148635439,2361,3147199,28840,14757477549,200058,8119559226,513186,1108466267,14830,28788135643,117571,1744532590,52904,16507455233,77132,42311667,5352,1286921182,180547,917419857,64415
5779977867,162132,178906818,2865,3452364,9781,14757477549,148692,11731274229,467487,950767921,17366,26647638191,96198,1744532590,47721,12864544851,55085,41018343,4021,1077284916,198744,1628312446,4534
6414801201,183374,224281911,2261,3555888,26103,7767914237,117421,13390816954,1070717,1455381694,44650,34297869012,107230,1530364561,73996,10929585770,39056,39668317,10871,983140157,193429,2221905176,2995
3070461293,85588,414373925,2187,3385451,6142,24399160160,168295,14368852975,865073,3630135976,32381,36051033724,119230,1421264407,82927,9726400459,36198,38451715,4818,2373745004,236136,2117340462,21968
2094805890,44971,406732204,6519,2946712,9731,29976123736,269912,14961749323,770017,3305552602,49886,36170232066,101200,1481818363,110930,8978877697,39600,37847975,3598,3753082621,180340,2404616212,13743
1647006045,34975,290907654,6786,2839093,34311,33973293744,254017,16232616990,729288,1948431873,81844,35452038819,87988,1967220605,119979,7910836098,30923,37265333,5696,2749960837,173026,2698903957,30607
1375487813,25486,240935050,6662,2918634,28494,34321943510,250747,16567091877,834695,1547929896,25352,29817850669,94655,1921696828,77520,7352045069,21555,34374628,4602,1993091160,146915,2783598706,4270
1123650256,42721,197323180,5158,3150434,31281,16794561046,194527,14761016873,631660,1111862088,17394,19328780529,74886,1756690599,117575,7071039924,23661,32382095,9104,1499883220,143583,3016820265,10439
1065725079,23839,152486087,2016,3640913,26637,12136074063,143304,19424271009,621686,959986582,21283,17172457316,52854,1717764535,146135,5694097548,20997,30990805,6608,1136401853,152539,3806095077,20692
1011502105,17989,163066837,1457,4296419,63279,8614339168,148298,18804141497,805499,1579889123,24481,13750534388,49631,1723417085,166455,5018761913,17308,30611123,7529,981499725,177620,3986691199,3171
780420800,14724,251690940,1534,4225415,12234,23773834803,269971,23084889969,802763,3849159808,43167,13750534388,37977,1652962765,166490,4460385810,17073,28936027,7088,2110052083,306163,4215839044,17428
641196051,15426,269629895,7927,4659538,19214,29711273358,241902,25213047587,699391,3777023810,82617,13750534388,32527,1752209057,160490,4013968316,12693,28047870,8542,2943797383,284251,4370796754,13207
524199890,19953,227311508,4233,4505267,11795,33403623483,320922,27785689788,818673,2180500113,85127,13750534388,26544,2048595911,138131,3649153265,15670,28931121,12139,2063490988,299080,4370796754,10411
450384685,15645,203653802,4735,4505267,25136,33980608463,394358,31952289558,739054,1845954542,26549,13750534388,38178,1912384178,123216,3544399166,12788,27321873,9222,1452944096,211996,4353476584,5903
385838266,13331,133212067,1434,11290361,31661,15743512031,350764,25978581733,802370,1112699464,25692,8815532411,27219,1738416894,135162,3374867375,9420,26672851,4205,1101494300,187221,3921601551,9283
368166455,7871,99325565,1662,17245025,30269,11359394628,188198,27456318614,752048,975592093,14921,7106008244,17364,1769931508,142814,2679273331,11752,26293958,5120,908357041,222659,3780053353,5698
378106037,13221,73830558,1858,24791061,21155,8418315116,246729,29078052756,722470,952012666,24399,5949406077,18676,1936393743,29537,2352721441,11219,24939214,4389,810641450,178793,3785355963,4597
293554633,9696,58966450,1884,23919656,22423,26719513174,478347,31409245051,771664,1168008172,16756,5222433544,24192,1816714704,31902,2133362839,15354,23868493,5555,2106439135,208177,3797481303,1613
245614026,12549,52026213,5274,20707964,16022,30309600701,259160,32111336594,680402,1166474756,24855,4875935935,17848,1803508934,113291,1967078904,8178,22688371,8588,2895099222,195042,3456802769,9157
213279992,7507,54720978,1667,13716367,9137,31839457447,282875,33688778635,711526,1051004286,10191,4312661031,15923,1227485955,76346,1737638500,9812,23828070,11868,2111320749,206034,3353160264,9421
187756538,11560,53216802,871,8270615,14702,30504663042,252909,38159451707,783640,938172326,10767,3947308176,10273,935483480,64771,1614720152,10014,20664982,75741,1298695174,155020,3348712505,2566
164586704,11654,38740698,1730,5861136,24490,13816327839,175110,31269767496,997834,612743166,9922,3720759038,9227,762967122,30580,1561251409,6518,20280544,36051,1046615636,191000,3646488311,3977
162459225,8722,35737045,828,7664911,28277,10371085469,172685,30504156219,880588,511106022,6191,3136728654,21272,644443309,46158,1261411578,6030,18875993,93149,810019121,216630,3961467992,4800
169571398,10438,32659847,936,9803764,9546,7673289367,190765,33551524193,867322,425645413,6919,2648957913,8839,553391692,43658,1165556459,6763,16441939,90467,780797103,179519,3140341966,5809
139761343,17985,29806181,675,8032801,12182,22187300866,216118,36659803260,1016053,338540114,6281,2324838023,15637,520505530,36041,1088298124,30525,12867482,60608,1827007244,275793,2732863116,2663
122311942,7865,28294335,444,6580106,24184,25694090445,300529,35646722706,1127245,303562062,4915,2075034650,11231,508093059,25073,967257045,10090,15725968,48270,2869535823,202571,2290195533,5178
112606345,9520,30356992,473,4790922,34948,26876322376,223967,18523853879,1147090,339969588,15512,1873149872,23158,444783254,80055,866574807,7823,15600486,36649,2069043417,199214,2141555261,768
108173236,6877,30160370,1265,4833598,23044,27131497496,236454,17637815693,1120659,362745155,10869,1770348323,40238,359156767,28990,806574028,13598,10300898,40080,1382039254,138230,1977806577,1740
99295265,7082,20379018,1042,5429355,25402,12686921693,187092,15928700676,1187830,253256758,6851,1806403002,6580,318521885,35481,842505903,6671,9526532,29541,1053283241,200426,1843689247,1260
96092469,9072,17846207,599,6852858,48347,9193384988,158038,10671410038,1038660,225240794,4683,1507825265,21545,284686525,20640,612857345,8733,8820860,25734,898449759,150190,1753290970,522
98011137,7727,15499108,1330,7327835,38197,12773416897,186322,9471218869,947124,195344122,5591,1339166918,30365,256257913,14846,613569545,4854,8425731,28860,1671380055,185674,1594237608,483
82453651,4718,,,6129210,45658,19918469888,281936,8005291567,1014866,162878503,6230,1194440630,7079,254245039,12564,562117385,7621,9290791,22875,2575381905,206851,1449919824,12103
76091297,5438,,,5884352,202574,22602429564,596608,7849555812,977081,144435733,5258,1194440630,16488,255452641,13121,507599340,9920,13047325,65510,3132878189,143256,1312331337,357
72498747,5165,,,5250032,189921,8602513623,621778,8037913308,800514,156977308,3496,934602302,29180,215946970,14217,462545541,7042,13496097,25129,2456684637,194807,1170101928,407
70240720,3984,,,4808461,98915,5595726998,188615,8504842970,903787,152189433,11051,875465221,23276,182581605,12855,458644715,5212,8057620,30668,1626994852,128821,1016286391,7448
65935118,8417,,,4756706,92976,4511358836,126357,8343165910,781244,103947604,5664,905383035,11095,160240935,8378,475477941,6236,7483176,53843,1229147310,104776,934776022,2761
65289563,5327,,,5602884,102729,4089743418,80539,5842392992,676396,95436275,2604,878342002,6393,143551956,7420,398312470,4712,7543850,43598,1050423266,116006,900099968,257
65820785,7521,,,5581807,11351,3184927857,98549,4748775208,889126,86683130,6431,866641961,5297,143551956,6290,378316345,3387,7293000,31425,1842126210,134322,789669289,429
55057091,4023,,,4431870,42463,2714661815,53393,4343100597,951668,75433764,4617,645825269,4829,135463213,11249,339986003,4880,8484925,29265,2526057214,157012,684158964,330
49950051,3677,,,4063851,20981,2287723611,54413,3902548209,1032719,71411702,3803,585218473,4501,135463213,8673,309294499,3734,12370397,51799,2886697032,130406,619183571,277
46445902,4297,,,4428467,26977,1995758145,55029,3970092892,940902,97533602,3873,549941473,8699,116785921,8611,282412482,3969,12325265,48607,2231268659,110144,566778825,303
44919758,11392,,,4811906,197570,1761328034,37609,4328788387,1075088,114730826,5012,568646968,5278,95144885,7219,279887341,3377,7484477,46445,1630241948,115284,506613139,580
40839053,5245,,,5806843,74093,1659102769,67275,4281739809,941459,88798135,3700,611292909,4796,84692741,5976,292541944,3047,7221050,35364,1324286931,82751,478215198,331
39015956,4863,,,5870023,36357,1558994586,35122,2884212197,684175,76701665,2730,537371678,4738,79078224,3616,234192044,2385,7016692,28097,1135644363,83275,473491922,269
39541112,5920,,,5418882,28422,1236793125,39777,2526358031,657887,63884520,3778,472493735,6432,71038528,5579,212881134,9581,6572225,24704,1907947575,126838,406184995,281
34924567,5209,,,3875846,13767,1079714160,57621,2512797627,872572,53973802,8472,391997740,6260,72669429,5904,202901492,7519,7658849,20520,2761521008,134668,361999124,2383
32950306,3673,,,3168180,12151,967318759,33529,2226530729,1141679,47653539,3388,376153244,3859,77938208,7598,192991328,3828,11340387,19139,3398572543,165241,331093420,10843
33164822,15163,,,2781189,8985,888350001,28101,2308997797,709394,50632828,3432,372952262,8516,65260938,7964,182463992,4293,11396682,17684,2538887437,78443,306603881,422
31010430,4472,,,2618230,13664,788268572,25180,2420462649,340083,58417019,5039,382605471,38254,53358753,13626,176969842,4109,6977298,14681,1868552862,86150,306603881,236
28299052,3824,,,2618230,23418,737316153,24626,2161054721,239631,25693345,6350,369877251,75428,46491935,16274,176666299,2623,6516574,14593,1471871885,133896,284707265,167
27310523,15031,,,2805658,8346,724719765,20627,1417629364,372048,26962928,7953,330804948,129299,42683425,80058,152348724,1753,6222292,11809,1213254244,146821,284707265,129
29079172,7563,,,2805658,6232,605153606,16434,1380333047,882230,24747032,7805,322370110,42672,38384249,49859,151291603,1979,5952138,7129,2073179153,91311,254809679,136
21968054,15563,,,2035390,4902,564350267,18612,1309890963,1671727,23080350,7357,305040847,7076,39159757,5501,146412449,2593,5916612,6180,2758298084,88719,226274973,169
21612012,7248,,,1716919,5584,526608734,43069,1344620169,2161819,20650384,5596,287421989,5003,41275907,3568,135538895,29727,7772511,4624,3672417837,225534,207522001,126
20118521,11554,,,1509283,20691,474709122,23378,1237115253,2401668,20906616,2731,265771582,21541,35351752,5545,128041277,2833,12168364,3771,2264829025,102223,197556850,104
17518756,8294,,,1661282,4316,433115631,16307,1226091480,1788378,20718587,3477,260121210,15970,30738865,3851,127004117,2268,12489873,4245,1659926578,33880,174914203,77
14567601,5481,,,1427622,21395,402913031,26498,1414481717,673159,17040264,4512,266623038,5699,27258559,2994,133123039,1969,13896647,3892,1377054570,31922,175175372,92
17227571,4222,,,1609315,2050,424961772,23748,1453436868,538443,17995143,4157,234703909,5186,24639711,3882,115054568,1747,13635450,5095,1043533904,27459,181868484,123
16928101,6044,,,1743183,2684,327481725,18258,1449384285,478465,25448773,2472,217050206,4422,22366494,2397,112256978,2244,13817353,8731,901921019,18577,113155828,354
11358766,4409,,,1321023,7792,324071410,19463,910810592,271453,27579520,1797,210817878,3333,22772148,4954,105308233,2571,13628662,4223,761149315,19322,70999277,159
10406958,8730,,,1100707,3403,295843627,18793,837623254,143904,27275024,2322,205059513,9967,24965626,46338,95285950,2734,14311256,4770,700006847,36026,58873793,132
9592694,5750,,,976978,2566,265323865,16853,844463468,89580,33478478,1665,190264851,7563,21394137,36172,88498072,2711,13473936,5431,662741849,83402,50860388,82
9008392,4787,,,1000187,5637,231950593,13768,1098716062,100498,39364275,1957,190656205,7548,18097774,13267,93214029,2098,8839895,6798,570800590,29132,43131571,66
9722522,4353,,,848377,6319,235310882,15105,1144970994,99984,31084207,1351,195495410,11571,16507712,20636,99709163,1943,9177173,23152,519572844,13585,41115278,81
13373923,6121,,,990216,3307,239562754,25186,781401487,103714,29796603,1153,163713258,7458,15443068,18693,102559686,1377,8811011,7879,459685716,13449,43994292,98
13701884,5937,,,1084424,2602,192983559,12710,696626467,105030,27290780,3196,152975861,6197,14398980,11411,111523790,1416,8557001,7939,399495244,21821,35242470,106
8161462,7821,,,769203,2257,180633114,10486,627928059,126010,25083321,2212,147919113,9898,14895831,3310,102212381,1535,8922452,8016,344292145,17216,30255370,100
7810359,5672,,,658247,1568,161626947,11123,591850805,86639,24287269,4156,145646616,6300,16179612,3387,100628195,1711,13382413,6376,332739075,13008,26316171,122
7468645,4981,,,613787,1395,146513995,9149,599685509,187767,29257295,1635,145646616,4577,14226135,3441,96811994,1540,13832787,6428,334122242,10095,23200201,79
7190995,4529,,,573071,2040,139332643,12492,696486063,180841,30892329,1506,146137858,8837,12937857,2151,102007241,1449,8657742,4422,279509765,18211,20977975,80
7871232,4139,,,511825,2085,148336194,15527,780169409,207520,22488358,3458,146137858,5044,12451381,2266,106956719,1617,8162103,3774,253764688,46536,20109405,331
11092487,4503,,,631119,1995,154945984,11556,503227794,245083,22703578,1949,129870604,4519,13073858,6968,100456790,1588,7568905,3368,220733396,26027,21414579,50
10963247,3388,,,755422,2529,117696276,8393,451365298,163103,23459958,1949,120129041,4740,12539768,3213,103062488,5642,6958897,5555,185587234,21109,17319066,80
6393219,4171,,,574853,2322,106644139,15133,453050020,314710,22289412,1726,114153836,3998,12499921,2825,99106242,2522,7911818,2298,170288757,11135,14768420,69
6360508,4004,,,502310,2863,102563108,15872,442995561,275501,22065144,1223,116420186,3542,13452296,2759,93234324,1400,11532695,1895,163133179,5829,13658957,143
6275701,4496,,,487279,3562,96867929,13943,472586330,217864,25417648,1480,108312463,6896,12195257,3999,84254860,2530,11209057,1714,162038035,4716,12545720,16500
5906049,3977,,,465236,2802,95120238,18643,542441629,200223,26067587,1481,112415205,5005,11863971,3245,85633096,6418,6443448,2447,133496287,5468,11479703,5574
6605919,3816,,,476433,3827,100530829,14212,555592173,179538,18140714,1745,119874811,3449,11442310,2995,89601543,4005,6260856,1511,123649218,15771,11423502,1013
9897445,3555,,,603274,1737,99530070,11497,386141062,172946,16840640,4174,99539439,3215,11113375,3638,76409177,2191,6097988,2480,115911100,7153,11521594,210
9766572,3612,,,682392,4212,79504412,10419,384092536,170669,14854142,2915,94412578,2204,10594829,3718,73847823,15607,5886235,1755,103394905,5423,9958790,373
5746964,4478,,,535008,10625,78712154,14993,366580233,185074,,,90791239,3833,10673371,2713,67302523,1932,6829172,1580,98407177,11477,9251313,199
5465259,10081,,,485212,3023,77012177,10369,336834216,151896,,,89098254,3478,10822530,1138,61032873,1888,10088756,1974,92112131,5055,8447007,165
5243418,5255,,,477730,4395,71349347,13474,340565009,131887,,,84129100,4615,9669192,1146,57221368,1493,9579115,1404,90765451,5052,8262418,94
4987619,7562,,,512386,2479,70528091,9065,428691660,102385,,,87624400,2387,9184115,2751,57843876,4310,5218247,4013,70270174,5903,7665361,61
4815018,2536,,,473150,2594,76415765,10585,471785356,71247,,,92248921,2384,8821572,2861,59249451,13911,4759894,1831,63183992,3780,7586809,92
6352094,1638,,,520306,1337,79123477,23617,452266280,82228,,,78202339,3189,8748223,2751,51261281,1291,4484367,3144,56931849,3589,7932115,91
9391181,9110,,,595043,1593,60883694,12757,281263499,72585,,,74094780,3184,8217208,4693,50843883,3563,,,,,6936935,98
9576167,4094,,,478911,2458,58633997,10594,281263499,60198,,,70991749,5212,7988981,2634,50350344,4257,,,,,6621547,84
10118422,1606,,,460906,9172,55622100,13352,281263499,71411,,,69232629,6615,8501653,2999,49194653,1196,,,,,6463126,102
9407678,2024,,,397064,1581,51392128,10796,281263499,136461,,,66989168,5200,7736088,1641,49727829,1372,,,,,6158497,63
9812820,9034,,,353993,8587,48436944,14018,281263499,183537,,,68234620,4120,7515059,1101,48349730,1114,,,,,6094138,68
9343082,3669,,,1173771,1036,52814579,8078,316905090,189674,,,75772831,3299,7533078,5351,49977787,2370,,,,,6726963,97
9997570,2323,,,961884,1649,63165674,5693,228683912,195495,,,64673522,4328,7069392,4342,42937484,2621,,,,,7488254,84
8815373,2006,,,415948,921,62074556,5793,201721227,182532,,,60757517,13581,6728464,3765,43466576,2798,,,,,6559668,61
4742330,1500,,,294618,938,66628702,6702,190183996,140224,,,60732984,7431,6217957,2665,41378693,2989,,,,,5965178,710
4709960,2590,,,246506,1071,63566210,5934,189287833,121012,,,58854553,5068,6695322,2768,,,,,,,5961338,51
4688105,1696,,,242153,830,57396578,5655,194902388,118539,,,57499090,10024,5662578,2964,,,,,,,5985291,198
4573189,2873,,,233300,1266,53269693,8156,227742785,65146,,,60533830,2469,5635626,1519,,,,,,,5596523,95
5063280,2295,,,212389,1246,55113449,8020,231082872,68724,,,62941714,4918,5300698,3279,,,,,,,6419608,64
7948920,1811,,,250084,976,54734997,8912,177338065,71981,,,56373723,11880,4800625,2713,,,,,,,8317717,155
8150654,3222,,,253687,769,44035606,6811,152854475,51869,,,56904877,4103,4253174,2706,,,,,,,8645897,236
4502450,7085,,,186773,694,43333379,6517,142833691,59109,,,56796245,4603,4523245,1646,,,,,,,8794230,244
4428795,2415,,,185298,963,41582472,6035,137373255,180438,,,58456546,10037,4760533,1456,,,,,,,9158946,101
4208319,1571,,,191863,761,39840779,5559,143769053,175558,,,58375353,6369,3870319,2365,,,,,,,8876666,190
4048059,1884,,,172355,4521,37590953,11150,178848786,118946,,,60920920,3401,3713036,1690,,,,,,,8882491,865
5014886,3422,,,168184,1424,43428200,14271,205550030,166043,,,65253315,2301,3473747,1150,,,,,,,9271168,719
8175979,2386,,,185088,631,47441528,10712,154464535,160955,,,59012111,2624,3249052,3379,,,,,,,10797946,1834
7693722,2036,,,215011,549,38088844,13273,146272059,194776,,,58280078,2864,3235843,1680,,,,,,,9013204,308
4020596,1777,,,152139,821,36513939,16680,139058887,242284,,,58158559,2529,3690986,2118,,,,,,,9226855,208
4053311,1599,,,179346,2845,33451840,6793,139058887,234126,,,56850375,2996,3943663,1082,,,,,,,9064857,103
4016277,2514,,,183630,2144,30241112,7715,122825300,207391,,,56524042,3585,3037065,786,,,,,,,8840955,87
3899040,1453,,,162771,636,30846224,4759,132188382,286170,,,59866820,5262,2761956,744,,,,,,,8582336,84
4817037,1538,,,150138,923,35133406,4700,178929537,191989,,,62662180,1735,2809285,798,,,,,,,9190034,65
7689957,1791,,,179501,1031,36644397,5209,196978464,169954,,,54423462,1671,2709080,1684,,,,,,,10002363,72
7309543,3729,,,193981,620,28155538,4020,190858724,169655,,,51808270,2350,2762527,762,,,,,,,9280210,72
3764312,2024,,,170911,437,27442878,3720,127382907,152720,,,51739369,2225,3095330,1094,,,,,,,9090223,393
3577442,2914,,,168669,628,26540158,4455,129778096,187523,,,51705492,1943,3116389,917,,,,,,,8664076,75
,,,,151363,612,25490256,3940,134703975,239860,,,48998905,1853,2397403,3258,,,,,,,8158404,57
,,,,163776,1268,26727609,4543,183692951,167218,,,50565032,1617,2415391,909,,,,,,,7839768,59
,,,,166274,1013,30309741,8472,210834344,139808,,,52956217,1535,2371215,748,,,,,,,8310430,1048
,,,,198444,825,31173958,11688,163142657,167301,,,48087547,1677,2219571,849,,,,,,,9650868,1451
,,,,209192,521,23631683,7443,150859004,211629,,,48262710,2267,2296757,2402,,,,,,,8396349,119
,,,,151454,471,22794433,5892,136629746,259888,,,48220887,4866,2659332,1182,,,,,,,7757973,61
,,,,133909,365,21722346,4715,137192999,289419,,,46629946,2431,2754439,3300,,,,,,,7476302,28
,,,,143279,690,,,150078636,356691,,,44852709,1814,2265472,1939,,,,,,,7555490,49
,,,,149544,1480,,,194402280,271889,,,44528981,1582,2107741,1161,,,,,,,7422117,44
,,,,122180,996,,,219516990,184226,,,49305357,1298,2084444,649,,,,,,,7607830,412
,,,,131542,619,,,179447430,177129,,,40508411,1423,1905215,1081,,,,,,,7872002,379
,,,,132690,479,,,165106244,89437,,,41076330,1442,1844527,1429,,,,,,,7044263,47
,,,,105030,414,,,155801404,101115,,,40165385,1437,2049398,1169,,,,,,,7217490,50
,,,,108336,438,,,150010965,138260,,,37473824,1655,2426928,1472,,,,,,,7143290,295
,,,,124134,473,,,151589176,151733,,,35947111,1556,2535372,1141,,,,,,,6856533,206
,,,,119599,533,,,190901313,144010,,,38003222,1169,2668364,1042,,,,,,,6882604,267
,,,,106891,531,,,204363861,117441,,,40769315,1332,2438040,1583,,,,,,,7226392,72
,,,,117071,702,,,169792059,140989,,,36056355,1218,2512816,1213,,,,,,,7555569,52
,,,,136065,872,,,152682399,188853,,,35596205,2109,2292005,1138,,,,,,,7279079,52
,,,,108738,620,,,155473569,112512,,,33809393,1323,2417156,1294,,,,,,,7420083,27
,,,,100314,875,,,162167147,132808,,,32259486,1375,2375229,655,,,,,,,7359552,68
,,,,91652,475,,,161208418,125976,,,31589725,1988,1913019,676,,,,,,,6793086,1396
,,,,79845,2190,,,191529301,371005,,,33758313,1608,1955783,806,,,,,,,6541829,265
,,,,72751,993,,,218464737,235482,,,37256192,1557,1924750,2277,,,,,,,6402594,90
,,,,80085,1321,,,188580367,128846,,,31585828,1695,1890132,2039,,,,,,,6810134,560
,,,,94851,442,,,171649597,144372,,,30378119,1909,1830431,1040,,,,,,,7883694,117
,,,,109996,926,,,173451540,229399,,,30469573,1511,2281920,986,,,,,,,8587722,88
,,,,123919,426,,,182463086,237589,,,30047464,1871,2514255,2758,,,,,,,8142611,88
,,,,109297,374,,,182463086,304175,,,29290462,1408,2169983,960,,,,,,,7839599,64
,,,,104250,299,,,215447092,246918,,,30657956,1328,2216410,1799,,,,,,,7929033,78
,,,,96188,491,,,215447092,217258,,,32279316,1494,2091158,911,,,,,,,8634540,71
,,,,112837,1276,,,224936501,370211,,,28808743,1325,1904016,5885,,,,,,,9165534,46
,,,,115453,1452,,,198852967,340000,,,28905153,1714,1949922,1378,,,,,,,8339488,39
,,,,104713,395,,,202135192,264985,,,29173678,1335,2252333,1503,,,,,,,8746432,51
,,,,109570,1066,,,201813675,206403,,,28014469,3353,2293896,1161,,,,,,,9006553,861
,,,,105722,817,,,205900169,262648,,,27316143,1279,1888390,920,,,,,,,8945916,1987
,,,,96639,535,,,228641134,246857,,,29102593,1218,1910188,1931,,,,,,,8668885,69
,,,,87883,443,,,258939990,216965,,,31876772,1517,1886569,2377,,,,,,,9267279,95
,,,,100166,366,,,224360040,178037,,,28520345,1524,1799587,1589,,,,,,,10073731,75
,,,,121406,406,,,196426852,159881,,,28156415,1413,1910182,2497,,,,,,,9212592,39
,,,,105042,417,,,190020791,162566,,,26923700,1469,2217438,1149,,,,,,,9018009,53
,,,,110517,630,,,203645997,221349,,,25275706,1278,2538785,829,,,,,,,8100403,23
,,,,96349,313,,,199558951,312634,,,24951569,1704,1849104,1192,,,,,,,7290420,28
,,,,94820,422,,,231064862,296576,,,26828248,2693,1758854,1010,,,,,,,6863084,29
,,,,94069,277,,,277649025,434767,,,30624109,1248,1673655,1333,,,,,,,6909125,45
,,,,107936,1109,,,234885628,975023,,,33100490,3079,,,,,,,,,7492592,35
,,,,110263,1083,,,197417071,226808,,,36570072,1788,,,,,,,,,6680498,34
,,,,82504,409,,,179286717,191646,,,36776450,1664,,,,,,,,,6598607,35
,,,,78301,451,,,168864102,227051,,,35154176,1207,,,,,,,,,6709922,38
,,,,85925,868,,,159366865,332764,,,33346103,1100,,,,,,,,,6393179,40
,,,,84910,4751,,,177628491,247092,,,34480898,1330,,,,,,,,,6043067,55
,,,,87056,655,,,204501191,184351,,,35380583,1309,,,,,,,,,5603094,81
,,,,92053,385,,,179979448,180134,,,31661234,1458,,,,,,,,,5978263,50
,,,,103967,340,,,181819263,293036,,,33013130,2048,,,,,,,,,5292599,37
,,,,63879,1113,,,156482367,312246,,,33403446,9972,,,,,,,,,5093073,54
,,,,61219,459,,,155573909,240219,,,33235685,3747,,,,,,,,,4804579,38
,,,,60876,1490,,,162545757,331389,,,31990445,1942,,,,,,,,,,
,,,,,,,,183267262,447713,,,34443126,1544,,,,,,,,,,
,,,,,,,,224766403,494431,,,38719664,2495,,,,,,,,,,
,,,,,,,,223806192,421128,,,35310660,1169,,,,,,,,,,
,,,,,,,,234091703,318780,,,35596392,4322,,,,,,,,,,
,,,,,,,,259915601,505939,,,32428620,3625,,,,,,,,,,
