9291891,182302,27053343,3307,358278,15046,35482169,88672,773267,685998
2056644137,529965,231737372,7253,677553,73172,4336445241,361266,673100,830040
2812188723,301299,268386458,6384,2045682,30738,9214904717,214153,511238,552129
3453351253,247333,162552285,6255,4538007,27332,13983315224,212555,335490,791898
3507154263,241731,128634753,8857,4851669,8568,17507723219,200925,1194739,609512
4015036808,241877,98448643,3588,5297082,5586,9259532320,164134,1205710,625780
4606747889,163848,79526323,3507,6684612,5527,5947854979,159222,833901,653773
4407234058,118760,126312739,3782,7819821,9805,4329645010,122407,1475779,505839
5305129292,105265,243013594,5554,5472368,6509,17620851806,148540,7504737,457276
4719298518,111959,231241347,5620,5257615,2065,21789344417,199663,6158034,441250
4687097590,112426,170915391,10860,4352245,2232,23693148987,213744,3763087,486226
4757484102,133565,135352895,18291,3559510,1386,24901326757,206485,2850325,475043
5410454165,140902,103223300,5685,3042666,1458,13450701433,179268,2170308,497950
5446480954,94109,90048086,2307,3221187,7332,8950903682,154005,1109884,502587
5189482633,102817,135129604,2727,4387055,3687,6456948135,118503,1872169,473451
5912868295,83139,266699690,6810,3884536,2879,20302755534,138927,2308655,692276
6023602271,109167,287775092,4388,2902593,1799,23094482524,178227,1427281,541141
5916008926,189059,212570353,9002,2902593,2317,26210869300,184490,746370,607740
5799996099,139544,182356593,2656,2902593,1338,26484635349,223196,1479417,522843
5799996099,110215,131885839,1822,2902593,1072,13190102263,212849,3197960,553164
5499056545,86522,133948142,1475,2902593,1409,9641211739,169497,12832344,541496
5499056545,77539,192582928,2361,1916227,1144,6947694699,182122,1965443648,715859
6016041222,74291,325837369,3917,1514734,4275,21102860696,217211,3613444734,694791
5838925173,84145,273555131,11081,1276059,774,25276980455,195866,4973313931,716150
5760228879,124793,167997222,11106,1426516,8677,28054766135,182655,6723078709,600024
5691770975,122185,145757077,3009,2585836,14368,28054766135,229050,8303554547,645027
6001344688,130557,148635439,2361,3147199,28840,14757477549,200058,8119559226,513186
5779977867,162132,178906818,2865,3452364,9781,14757477549,148692,11731274229,467487
6414801201,183374,224281911,2261,3555888,26103,7767914237,117421,13390816954,1070717
3070461293,85588,414373925,2187,3385451,6142,24399160160,168295,14368852975,865073
2094805890,44971,406732204,6519,2946712,9731,29976123736,269912,14961749323,770017
1647006045,34975,290907654,6786,2839093,34311,33973293744,254017,16232616990,729288
1375487813,25486,240935050,6662,2918634,28494,34321943510,250747,16567091877,834695
1123650256,42721,197323180,5158,3150434,31281,16794561046,194527,14761016873,631660
1065725079,23839,152486087,2016,3640913,26637,12136074063,143304,19424271009,621686
1011502105,17989,163066837,1457,4296419,63279,8614339168,148298,18804141497,805499
780420800,14724,251690940,1534,4225415,12234,23773834803,269971,23084889969,802763
641196051,15426,269629895,7927,4659538,19214,29711273358,241902,25213047587,699391
524199890,19953,227311508,4233,4505267,11795,33403623483,320922,27785689788,818673
450384685,15645,203653802,4735,4505267,25136,33980608463,394358,31952289558,739054
385838266,13331,133212067,1434,11290361,31661,15743512031,350764,25978581733,802370
368166455,7871,99325565,1662,17245025,30269,11359394628,188198,27456318614,752048
378106037,13221,73830558,1858,24791061,21155,8418315116,246729,29078052756,722470
293554633,9696,58966450,1884,23919656,22423,26719513174,478347,31409245051,771664
245614026,12549,52026213,5274,20707964,16022,30309600701,259160,32111336594,680402
213279992,7507,54720978,1667,13716367,9137,31839457447,282875,33688778635,711526
187756538,11560,53216802,871,8270615,14702,30504663042,252909,38159451707,783640
164586704,11654,38740698,1730,5861136,24490,13816327839,175110,31269767496,997834
162459225,8722,35737045,828,7664911,28277,10371085469,172685,30504156219,880588
169571398,10438,32659847,936,9803764,9546,7673289367,190765,33551524193,867322
139761343,17985,29806181,675,8032801,12182,22187300866,216118,36659803260,1016053
122311942,7865,28294335,444,6580106,24184,25694090445,300529,35646722706,1127245
112606345,9520,30356992,473,4790922,34948,26876322376,223967,18523853879,1147090
108173236,6877,30160370,1265,4833598,23044,27131497496,236454,17637815693,1120659
99295265,7082,20379018,1042,5429355,25402,12686921693,187092,15928700676,1187830
96092469,9072,17846207,599,6852858,48347,9193384988,158038,10671410038,1038660
98011137,7727,15499108,1330,7327835,38197,12773416897,186322,9471218869,947124
82453651,4718,,,6129210,45658,19918469888,281936,8005291567,1014866
76091297,5438,,,5884352,202574,22602429564,596608,7849555812,977081
72498747,5165,,,5250032,189921,8602513623,621778,8037913308,800514
70240720,3984,,,4808461,98915,5595726998,188615,8504842970,903787
65935118,8417,,,4756706,92976,4511358836,126357,8343165910,781244
65289563,5327,,,5602884,102729,4089743418,80539,5842392992,676396
65820785,7521,,,5581807,11351,3184927857,98549,4748775208,889126
55057091,4023,,,4431870,42463,2714661815,53393,4343100597,951668
49950051,3677,,,4063851,20981,2287723611,54413,3902548209,1032719
46445902,4297,,,4428467,26977,1995758145,55029,3970092892,940902
44919758,11392,,,4811906,197570,1761328034,37609,4328788387,1075088
40839053,5245,,,5806843,74093,1659102769,67275,4281739809,941459
39015956,4863,,,5870023,36357,1558994586,35122,2884212197,684175
39541112,5920,,,5418882,28422,1236793125,39777,2526358031,657887
34924567,5209,,,3875846,13767,1079714160,57621,2512797627,872572
32950306,3673,,,3168180,12151,967318759,33529,2226530729,1141679
33164822,15163,,,2781189,8985,888350001,28101,2308997797,709394
31010430,4472,,,2618230,13664,788268572,25180,2420462649,340083
28299052,3824,,,2618230,23418,737316153,24626,2161054721,239631
27310523,15031,,,2805658,8346,724719765,20627,1417629364,372048
29079172,7563,,,2805658,6232,605153606,16434,1380333047,882230
21968054,15563,,,2035390,4902,564350267,18612,1309890963,1671727
21612012,7248,,,1716919,5584,526608734,43069,1344620169,2161819
20118521,11554,,,1509283,20691,474709122,23378,1237115253,2401668
17518756,8294,,,1661282,4316,433115631,16307,1226091480,1788378
14567601,5481,,,1427622,21395,402913031,26498,1414481717,673159
17227571,4222,,,1609315,2050,424961772,23748,1453436868,538443
16928101,6044,,,1743183,2684,327481725,18258,1449384285,478465
11358766,4409,,,1321023,7792,324071410,19463,910810592,271453
10406958,8730,,,1100707,3403,295843627,18793,837623254,143904
9592694,5750,,,976978,2566,265323865,16853,844463468,89580
9008392,4787,,,1000187,5637,231950593,13768,1098716062,100498
9722522,4353,,,848377,6319,235310882,15105,1144970994,99984
13373923,6121,,,990216,3307,239562754,25186,781401487,103714
13701884,5937,,,1084424,2602,192983559,12710,696626467,105030
8161462,7821,,,769203,2257,180633114,10486,627928059,126010
7810359,5672,,,658247,1568,161626947,11123,591850805,86639
7468645,4981,,,613787,1395,146513995,9149,599685509,187767
7190995,4529,,,573071,2040,139332643,12492,696486063,180841
7871232,4139,,,511825,2085,148336194,15527,780169409,207520
11092487,4503,,,631119,1995,154945984,11556,503227794,245083
10963247,3388,,,755422,2529,117696276,8393,451365298,163103
6393219,4171,,,574853,2322,106644139,15133,453050020,314710
6360508,4004,,,502310,2863,102563108,15872,442995561,275501
6275701,4496,,,487279,3562,96867929,13943,472586330,217864
5906049,3977,,,465236,2802,95120238,18643,542441629,200223
6605919,3816,,,476433,3827,100530829,14212,555592173,179538
9897445,3555,,,603274,1737,99530070,11497,386141062,172946
9766572,3612,,,682392,4212,79504412,10419,384092536,170669
5746964,4478,,,535008,10625,78712154,14993,366580233,185074
5465259,10081,,,485212,3023,77012177,10369,336834216,151896
5243418,5255,,,477730,4395,71349347,13474,340565009,131887
4987619,7562,,,512386,2479,70528091,9065,428691660,102385
4815018,2536,,,473150,2594,76415765,10585,471785356,71247
6352094,1638,,,520306,1337,79123477,23617,452266280,82228
9391181,9110,,,595043,1593,60883694,12757,281263499,72585
9576167,4094,,,478911,2458,58633997,10594,281263499,60198
10118422,1606,,,460906,9172,55622100,13352,281263499,71411
9407678,2024,,,397064,1581,51392128,10796,281263499,136461
9812820,9034,,,353993,8587,48436944,14018,281263499,183537
9343082,3669,,,1173771,1036,52814579,8078,316905090,189674
9997570,2323,,,961884,1649,63165674,5693,228683912,195495
8815373,2006,,,415948,921,62074556,5793,201721227,182532
4742330,1500,,,294618,938,66628702,6702,190183996,140224
4709960,2590,,,246506,1071,63566210,5934,189287833,121012
4688105,1696,,,242153,830,57396578,5655,194902388,118539
4573189,2873,,,233300,1266,53269693,8156,227742785,65146
5063280,2295,,,212389,1246,55113449,8020,231082872,68724
7948920,1811,,,250084,976,54734997,8912,177338065,71981
8150654,3222,,,253687,769,44035606,6811,152854475,51869
4502450,7085,,,186773,694,43333379,6517,142833691,59109
4428795,2415,,,185298,963,41582472,6035,137373255,180438
4208319,1571,,,191863,761,39840779,5559,143769053,175558
4048059,1884,,,172355,4521,37590953,11150,178848786,118946
5014886,3422,,,168184,1424,43428200,14271,205550030,166043
8175979,2386,,,185088,631,47441528,10712,154464535,160955
7693722,2036,,,215011,549,38088844,13273,146272059,194776
4020596,1777,,,152139,821,36513939,16680,139058887,242284
4053311,1599,,,179346,2845,33451840,6793,139058887,234126
4016277,2514,,,183630,2144,30241112,7715,122825300,207391
3899040,1453,,,162771,636,30846224,4759,132188382,286170
4817037,1538,,,150138,923,35133406,4700,178929537,191989
7689957,1791,,,179501,1031,36644397,5209,196978464,169954
7309543,3729,,,193981,620,28155538,4020,190858724,169655
3764312,2024,,,170911,437,27442878,3720,127382907,152720
3577442,2914,,,168669,628,26540158,4455,129778096,187523
,,,,151363,612,25490256,3940,134703975,239860
,,,,163776,1268,26727609,4543,183692951,167218
,,,,166274,1013,30309741,8472,210834344,139808
,,,,198444,825,31173958,11688,163142657,167301
,,,,209192,521,23631683,7443,150859004,211629
,,,,151454,471,22794433,5892,136629746,259888
,,,,133909,365,21722346,4715,137192999,289419
,,,,143279,690,150078636,356691,,
,,,,149544,1480,194402280,271889,,
,,,,122180,996,219516990,184226,,
,,,,131542,619,179447430,177129,,
,,,,132690,479,165106244,89437,,
,,,,105030,414,155801404,101115,,
,,,,108336,438,150010965,138260,,
,,,,124134,473,151589176,151733,,
,,,,119599,533,190901313,144010,,
,,,,106891,531,204363861,117441,,
,,,,117071,702,169792059,140989,,
,,,,136065,872,152682399,188853,,
,,,,108738,620,155473569,112512,,
,,,,100314,875,162167147,132808,,
,,,,91652,475,161208418,125976,,
,,,,79845,2190,191529301,371005,,
,,,,72751,993,218464737,235482,,
,,,,80085,1321,188580367,128846,,
,,,,94851,442,171649597,144372,,
,,,,109996,926,173451540,229399,,
,,,,123919,426,182463086,237589,,
,,,,109297,374,182463086,304175,,
,,,,104250,299,215447092,246918,,
,,,,96188,491,215447092,217258,,
,,,,112837,1276,224936501,370211,,
,,,,115453,1452,198852967,340000,,
,,,,104713,395,202135192,264985,,
,,,,109570,1066,201813675,206403,,
,,,,105722,817,205900169,262648,,
,,,,96639,535,228641134,246857,,
,,,,87883,443,258939990,216965,,
,,,,100166,366,224360040,178037,,
