,,,,121406,406,196426852,159881,,
,,,,105042,417,190020791,162566,,
,,,,110517,630,203645997,221349,,
,,,,96349,313,199558951,312634,,
,,,,94820,422,231064862,296576,,
,,,,94069,277,277649025,434767,,
,,,,107936,1109,234885628,975023,,
,,,,110263,1083,197417071,226808,,
,,,,82504,409,179286717,191646,,
,,,,78301,451,168864102,227051,,
,,,,85925,868,159366865,332764,,
,,,,84910,4751,177628491,247092,,
,,,,87056,655,204501191,184351,,
,,,,92053,385,179979448,180134,,
,,,,103967,340,181819263,293036,,
,,,,63879,1113,156482367,312246,,
,,,,61219,459,155573909,240219,,
,,,,60876,1490,162545757,331389,,
,,,,,,183267262,447713,,
,,,,,,224766403,494431,,
,,,,,,223806192,421128,,
,,,,,,234091703,318780,,
,,,,,,259915601,505939,,
,,,,,,308006755,497816,,
,,,,,,395693929,822098,,
,,,,,,468653719,1063456,,
,,,,,,543724648,735769,,
,,,,,,497599314,576001,,
,,,,,,489549106,562464,,
,,,,,,477169138,471482,,
,,,,,,468271961,354899,,
,,,,,,416935999,264593,,
,,,,,,395944104,204155,,
,,,,,,386439388,144529,,
,,,,,,326814531,108266,,
,,,,,,289283222,114964,,
,,,,,,264215648,87562,,
,,,,,,253496778,86381,,
,,,,,,229167472,55097,,
,,,,,,222566431,58213,,
,,,,,,222071677,63206,,
,,,,,,195373762,54414,,
,,,,,,186102949,51689,,
,,,,,,181405126,53284,,
,,,,,,172672470,83840,,
,,,,,,162291260,83456,,
,,,,,,161320169,48866,,
,,,,,,171713261,41329,,
,,,,,,140100720,51158,,
,,,,,,139043342,161933,,
,,,,,,130405048,23185,,
,,,,,,118436648,41527,,
,,,,,,103464784,22372,,
,,,,,,121638492,10884,,
,,,,,,202945563,10087,,
,,,,,,197140394,26079,,
,,,,,,207519448,49484,,
,,,,,,201870325,12552,,
,,,,,,193279659,7654,,
,,,,,,189110853,13880,,
,,,,,,224315549,14398,,
,,,,,,242682976,17149,,
,,,,,,165602990,13484,,
,,,,,,152515861,9672,,
,,,,,,149545898,10757,,
,,,,,,146374195,7551,,
,,,,,,146785401,9654,,
,,,,,,170379056,21044,,
,,,,,,172114810,5185,,
,,,,,,124194596,9246,,
,,,,,,120306082,9945,,
,,,,,,116387996,9499,,
,,,,,,107784435,4059,,
,,,,,,108851149,3444,,
,,,,,,132981524,11426,,
,,,,,,138860707,6574,,
,,,,,,102736328,3837,,
,,,,,,100610693,6111,,
,,,,,,95158899,7357,,
,,,,,,85506129,5029,,
,,,,,,78742331,9350,,
,,,,,,86751643,7527,,
,,,,,,105542576,4008,,
,,,,,,112522456,4653,,
,,,,,,119269639,3552,,
,,,,,,109674518,4656,,
,,,,,,109541406,4244,,
,,,,,,104398224,8106,,
,,,,,,110657668,5233,,
,,,,,,105969774,5096,,
,,,,,,77212638,6534,,
,,,,,,76496903,11363,,
,,,,,,74448285,3794,,
,,,,,,71215946,3593,,
,,,,,,71481597,4947,,
,,,,,,89378980,4342,,
,,,,,,94515697,3006,,
,,,,,,70767868,4849,,
,,,,,,69598430,3782,,
,,,,,,66613173,2778,,
,,,,,,61541025,4187,,
,,,,,,65002343,4096,,
,,,,,,82379248,3384,,
,,,,,,86118563,3764,,
,,,,,,63050620,3548,,
,,,,,,63366947,3623,,
,,,,,,64797037,3647,,
,,,,,,63895467,19274,,
,,,,,,68277881,29172,,
,,,,,,84074965,25747,,
,,,,,,87339048,4728,,
,,,,,,61993335,3991,,
