1.523
1.490
1.270
1.084
1.239
1.505
1.820
2.024
2.264
2.444
2.083
2.275
3.035
3.287
3.524
3.649
3.711
3.020
3.138
4.202
4.793
5.061
5.356
5.465
4.432
4.311
6.069
5.801
6.123
6.682
6.695
6.666
