"""20170605""",35482169
"""20170606""",4336445241
"""20170607""",9214904717
"""20170608""",13983315224
"""20170609""",17507723219
"""20170610""",9259532320
"""20170611""",5947854979
"""20170612""",4329645010
"""20170613""",17620851806
"""20170614""",21789344417
"""20170615""",23693148987
"""20170616""",24901326757
"""20170617""",13450701433
"""20170618""",8950903682
"""20170619""",6456948135
"""20170620""",20302755534
"""20170621""",23094482524
"""20170622""",26210869300
"""20170623""",26484635349
"""20170624""",13190102263
"""20170625""",9641211739
"""20170626""",6947694699
"""20170627""",21102860696
"""20170628""",25276980455
"""20170629""",28054766135
"""20170630""",28054766135
"""20170701""",14757477549
"""20170702""",14757477549
"""20170703""",7767914237
"""20170704""",24399160160
"""20170705""",29976123736
"""20170706""",33973293744
"""20170707""",34321943510
"""20170708""",16794561046
"""20170709""",12136074063
"""20170710""",8614339168
"""20170711""",23773834803
"""20170712""",29711273358
"""20170713""",33403623483
"""20170714""",33980608463
"""20170715""",15743512031
"""20170716""",11359394628
"""20170717""",8418315116
"""20170718""",26719513174
"""20170719""",30309600701
"""20170720""",31839457447
"""20170721""",30504663042
"""20170722""",13816327839
"""20170723""",10371085469
"""20170724""",7673289367
"""20170725""",22187300866
"""20170726""",25694090445
"""20170727""",26876322376
"""20170728""",27131497496
"""20170729""",12686921693
"""20170730""",9193384988
"""20170731""",12773416897
"""20170801""",19918469888
"""20170802""",22602429564
"""20170803""",8602513623
"""20170804""",5595726998
