,,240935050,6662,2918634,28494,34321943510,250747,16567091877,834695,1547929896,25352,,,1921696828,77520,,,1993091160,146915,1449919824,12103
,,197323180,5158,3150434,31281,16794561046,194527,14761016873,631660,1111862088,17394,,,1756690599,117575,,,1499883220,143583,1312331337,357
,,152486087,2016,3640913,26637,12136074063,143304,19424271009,621686,959986582,21283,,,1717764535,146135,,,1136401853,152539,1170101928,407
,,163066837,1457,4296419,63279,8614339168,148298,18804141497,805499,1579889123,24481,,,1723417085,166455,,,981499725,177620,1016286391,7448
,,251690940,1534,4225415,12234,23773834803,269971,23084889969,802763,3849159808,43167,,,1652962765,166490,,,2110052083,306163,,
,,269629895,7927,4659538,19214,29711273358,241902,25213047587,699391,3777023810,82617,,,1752209057,160490,,,2943797383,284251,,
,,227311508,4233,4505267,11795,33403623483,320922,27785689788,818673,2180500113,85127,,,2048595911,138131,,,2063490988,299080,,
,,203653802,4735,4505267,25136,33980608463,394358,31952289558,739054,1845954542,26549,,,1912384178,123216,,,1452944096,211996,,
,,133212067,1434,11290361,31661,15743512031,350764,25978581733,802370,,,,,1738416894,135162,,,1101494300,187221,,
,,,,17245025,30269,11359394628,188198,27456318614,752048,,,,,1769931508,142814,,,908357041,222659,,
,,,,24791061,21155,8418315116,246729,29078052756,722470,,,,,1936393743,29537,,,810641450,178793,,
,,,,23919656,22423,26719513174,478347,31409245051,771664,,,,,1816714704,31902,,,2106439135,208177,,
,,,,20707964,16022,30309600701,259160,32111336594,680402,,,,,1803508934,113291,,,2895099222,195042,,
,,,,13716367,9137,31839457447,282875,33688778635,711526,,,,,,,,,2111320749,206034,,
,,,,8270615,14702,30504663042,252909,38159451707,783640,,,,,,,,,1298695174,155020,,
,,,,5861136,24490,13816327839,175110,31269767496,997834,,,,,,,,,1046615636,191000,,
,,,,7664911,28277,10371085469,172685,30504156219,880588,,,,,,,,,810019121,216630,,
,,,,9803764,9546,7673289367,190765,33551524193,867322,,,,,,,,,780797103,179519,,
,,,,8032801,12182,22187300866,216118,36659803260,1016053,,,,,,,,,1827007244,275793,,
,,,,6580106,24184,25694090445,300529,35646722706,1127245,,,,,,,,,2869535823,202571,,
,,,,4790922,34948,26876322376,223967,,,,,,,,,,,2069043417,199214,,
,,,,4833598,23044,27131497496,236454,,,,,,,,,,,1382039254,138230,,
,,,,5429355,25402,12686921693,187092,,,,,,,,,,,1053283241,200426,,
,,,,6852858,48347,9193384988,158038,,,,,,,,,,,898449759,150190,,
,,,,7327835,38197,12773416897,186322,,,,,,,,,,,1671380055,185674,,
,,,,6129210,45658,19918469888,281936,,,,,,,,,,,2575381905,206851,,
,,,,5884352,202574,22602429564,596608,,,,,,,,,,,3132878189,143256,,
,,,,5250032,189921,8602513623,621778,,,,,,,,,,,2456684637,194807,,
,,,,4808461,98915,5595726998,188615,,,,,,,,,,,1626994852,128821,,
,,,,4756706,92976,,,,,,,,,,,,,1229147310,104776,,
,,,,5602884,102729,,,,,,,,,,,,,1050423266,116006,,
,,,,5581807,11351,,,,,,,,,,,,,1842126210,134322,,
,,,,4431870,42463,,,,,,,,,,,,,2526057214,157012,,
,,,,4063851,20981,,,,,,,,,,,,,2886697032,130406,,
,,,,4428467,26977,,,,,,,,,,,,,2231268659,110144,,
,,,,4811906,197570,,,,,,,,,,,,,1630241948,115284,,
,,,,5806843,74093,,,,,,,,,,,,,1324286931,82751,,
,,,,5870023,36357,,,,,,,,,,,,,1135644363,83275,,
,,,,5418882,28422,,,,,,,,,,,,,1907947575,126838,,
,,,,3875846,13767,,,,,,,,,,,,,2761521008,134668,,
,,,,3168180,12151,,,,,,,,,,,,,3398572543,165241,,
,,,,2781189,8985,,,,,,,,,,,,,2538887437,78443,,
,,,,2618230,13664,,,,,,,,,,,,,1868552862,86150,,
,,,,2618230,23418,,,,,,,,,,,,,1471871885,133896,,
,,,,2805658,8346,,,,,,,,,,,,,1213254244,146821,,
,,,,2805658,6232,,,,,,,,,,,,,2073179153,91311,,
,,,,2035390,4902,,,,,,,,,,,,,2758298084,88719,,
,,,,1716919,5584,,,,,,,,,,,,,3672417837,225534,,
,,,,1509283,20691,,,,,,,,,,,,,2264829025,102223,,
,,,,1661282,4316,,,,,,,,,,,,,,,,
,,,,1427622,21395,,,,,,,,,,,,,,,,
,,,,1609315,2050,,,,,,,,,,,,,,,,
,,,,1743183,2684,,,,,,,,,,,,,,,,
