9291891,182302,27053343,3307,358278,15046,35482169,88672,773267,685998,137538801,958,39383,8384,3944016,349502,3551448,17618,26567364,212758,56149903,3513
2056644137,529965,231737372,7253,677553,73172,4336445241,361266,673100,830040,1058076680,25120,22860138,17225,344887048,605901,417784622,75622,1519145946,423861,917419857,64415
2812188723,301299,268386458,6384,2045682,30738,9214904717,214153,511238,552129,715904699,19499,159389055,13558,585346623,424546,1143384126,29446,3102393067,350308,1628312446,4534
3453351253,247333,162552285,6255,4538007,27332,13983315224,212555,335490,791898,454957973,17219,506571905,41755,1436431671,423185,2061753774,49674,1969432343,225084,2221905176,2995
3507154263,241731,128634753,8857,4851669,8568,17507723219,200925,1194739,609512,413127721,5341,691572194,36626,1318819290,325343,4283824096,61139,1063615132,167320,2117340462,21968
4015036808,241877,98448643,3588,5297082,5586,9259532320,164134,1205710,625780,255711065,4343,1286076785,50852,1318819290,272513,4805765463,54317,471214339,162255,2404616212,13743
4606747889,163848,79526323,3507,6684612,5527,5947854979,159222,833901,653773,214009794,3666,2757551888,36690,1318819290,324601,6374690767,37300,350229634,149604,2698903957,30607
4407234058,118760,126312739,3782,7819821,9805,4329645010,122407,1475779,505839,531346053,7298,4312943933,78612,1318819290,279329,7985534628,55734,288282011,148091,2783598706,4270
5305129292,105265,243013594,5554,5472368,6509,17620851806,148540,7504737,457276,1656117587,20753,5684546264,126046,1318819290,220624,10492774582,79080,1531416983,213741,3016820265,10439
4719298518,111959,231241347,5620,5257615,2065,21789344417,199663,6158034,441250,1481527981,40503,8308405575,117718,1926868629,247940,13649087351,80829,2686227891,337037,3806095077,20692
4687097590,112426,170915391,10860,4352245,2232,23693148987,213744,3763087,486226,909949635,11459,10745157944,157791,2297970047,238080,16122014895,99512,1930194104,240991,3986691199,3171
4757484102,133565,135352895,18291,3559510,1386,24901326757,206485,2850325,475043,743051038,7349,13253932148,155541,2023853118,262061,21235563550,72080,1138116087,231908,4215839044,17428
5410454165,140902,103223300,5685,3042666,1458,13450701433,179268,2170308,497950,501981146,6431,16027665925,172716,1976433877,236206,21324099717,91954,624075674,229905,4370796754,13207
5446480954,94109,90048086,2307,3221187,7332,8950903682,154005,1109884,502587,451433324,12679,18274551534,193935,2184957333,118927,25080051691,108538,398247564,373847,4370796754,10411
5189482633,102817,135129604,2727,4387055,3687,6456948135,118503,1872169,473451,999598304,7803,19377878158,173075,2152000442,120123,28202103226,172663,359313788,230098,4353476584,5903
5912868295,83139,266699690,6810,3884536,2879,20302755534,138927,2308655,692276,3063390428,14460,21365137004,168317,2346168663,70223,31823578851,133701,1431563474,374110,3921601551,9283
6023602271,109167,287775092,4388,2902593,1799,23094482524,178227,1427281,541141,2955492927,15994,22879653150,175695,2015225846,63903,33402160668,145484,2717162554,214750,3780053353,5698
5916008926,189059,212570353,9002,2902593,2317,26210869300,184490,746370,607740,1689598564,14239,23185390899,270428,1599007632,51593,33446695260,177917,1906241840,240677,3785355963,4597
5799996099,139544,182356593,2656,2902593,1338,26484635349,223196,1479417,522843,1416525284,8231,22167575943,241472,1724305234,43555,38656485669,158899,1157851189,180612,3797481303,1613
5799996099,110215,131885839,1822,2902593,1072,13190102263,212849,3197960,553164,1026399876,15072,24512869014,150569,1742562949,36854,36381808424,161532,787776526,136207,3456802769,9157
5499056545,86522,133948142,1475,2902593,1409,9641211739,169497,12832344,541496,882006326,21925,27138038368,129151,1726639423,63263,42208323288,170243,649938563,151915,3353160264,9421
5499056545,77539,192582928,2361,1916227,1144,6947694699,182122,1965443648,715859,1428700309,10437,29112933056,169218,1762993805,60051,41993204040,173425,720372291,171697,3348712505,2566
6016041222,74291,325837369,3917,1514734,4275,21102860696,217211,3613444734,694791,3400270473,16965,32400355845,125500,1654347623,106472,42919926863,188795,2180531514,240549,3646488311,3977
5838925173,84145,273555131,11081,1276059,774,25276980455,195866,4973313931,716150,3242823097,72635,31977869849,136561,1724344535,75484,35820695417,182029,3100867612,206596,3961467992,4800
5760228879,124793,167997222,11106,1426516,8677,28054766135,182655,6723078709,600024,1939672115,60355,33555713007,171149,1591893310,103363,,,2282015857,197592,3140341966,5809
5691770975,122185,145757077,3009,2585836,14368,28054766135,229050,8303554547,645027,1562895699,19171,28962659605,247190,1751877188,55518,,,1649855341,239786,2732863116,2663
6001344688,130557,148635439,2361,3147199,28840,14757477549,200058,8119559226,513186,1108466267,14830,28788135643,117571,1744532590,52904,,,1286921182,180547,2290195533,5178
5779977867,162132,178906818,2865,3452364,9781,14757477549,148692,11731274229,467487,950767921,17366,26647638191,96198,1744532590,47721,,,1077284916,198744,2141555261,768
6414801201,183374,224281911,2261,3555888,26103,7767914237,117421,13390816954,1070717,1455381694,44650,34297869012,107230,1530364561,73996,,,983140157,193429,1977806577,1740
,,414373925,2187,3385451,6142,24399160160,168295,14368852975,865073,3630135976,32381,36051033724,119230,1421264407,82927,,,2373745004,236136,1843689247,1260
,,406732204,6519,2946712,9731,29976123736,269912,14961749323,770017,3305552602,49886,36170232066,101200,1481818363,110930,,,3753082621,180340,1753290970,522
,,290907654,6786,2839093,34311,33973293744,254017,16232616990,729288,1948431873,81844,35452038819,87988,1967220605,119979,,,2749960837,173026,1594237608,483
